---------------------------------------------------------------------------------------|
                           |     1           2           3           4           5     |
---------------------------------------------------------------------------------------|
adornada                   |     0     |     1     |     0     |     0     |     0     |
adquiriendo                |     0     |     0     |     1     |     0     |     0     |
adultas                    |     0     |     0     |     1     |     0     |     0     |
adulto                     |     0     |     0     |     1     |     0     |     0     |
adultos                    |     0     |     0     |     1     |     1     |     0     |
advenimiento               |     0     |     0     |     1     |     0     |     0     |
advertir                   |     0     |     0     |     1     |     0     |     0     |
aereos                     |     0     |     0     |     0     |     0     |     1     |
afamado                    |     1     |     0     |     1     |     1     |     0     |
afavoreze                  |     0     |     0     |     1     |     0     |     0     |
afecto                     |     0     |     0     |     0     |     1     |     1     |
afeminados                 |     0     |     0     |     1     |     0     |     0     |
affairs                    |     0     |     0     |     0     |     0     |     1     |
afianza                    |     0     |     0     |     0     |     1     |     0     |
aficionados                |     0     |     1     |     1     |     0     |     0     |
afición                    |     1     |     0     |     0     |     0     |     0     |
afila                      |     0     |     1     |     0     |     0     |     0     |
afilada                    |     1     |     0     |     0     |     0     |     0     |
afirma                     |     1     |     0     |     1     |     0     |     1     |
afirmaba                   |     0     |     1     |     0     |     0     |     1     |
afirmar                    |     0     |     0     |     0     |     1     |     0     |
afortunadamente            |     0     |     0     |     1     |     0     |     0     |
afortunadamente-           |     0     |     1     |     0     |     0     |     0     |
afortunados                |     0     |     1     |     0     |     0     |     0     |
africana                   |     0     |     0     |     1     |     0     |     0     |
afronta                    |     0     |     1     |     0     |     0     |     0     |
after                      |     0     |     0     |     1     |     0     |     0     |
afán                       |     0     |     1     |     1     |     0     |     0     |
agacha                     |     0     |     0     |     0     |     1     |     0     |
agarrar                    |     0     |     0     |     0     |     1     |     0     |
agencia                    |     0     |     1     |     0     |     0     |     0     |
agentes                    |     0     |     1     |     1     |     0     |     0     |
agigantados                |     0     |     1     |     0     |     0     |     0     |
agobiada                   |     0     |     0     |     0     |     0     |     1     |
agobiante                  |     0     |     0     |     0     |     0     |     1     |
agolpada                   |     0     |     0     |     1     |     0     |     0     |
agorafobia                 |     0     |     1     |     0     |     0     |     0     |
agosto                     |     0     |     0     |     1     |     0     |     0     |
agotada                    |     0     |     1     |     0     |     0     |     0     |
agrada                     |     0     |     0     |     1     |     0     |     0     |
agradable                  |     0     |     0     |     0     |     0     |     1     |
agradables                 |     0     |     0     |     0     |     0     |     1     |
agradece                   |     0     |     0     |     1     |     0     |     0     |
agradecer                  |     0     |     0     |     1     |     1     |     0     |
agravante                  |     0     |     0     |     1     |     0     |     0     |
agrede                     |     0     |     0     |     0     |     0     |     1     |
agredecer                  |     0     |     0     |     0     |     0     |     1     |
agresividad                |     0     |     0     |     0     |     0     |     2     |
agridulce                  |     0     |     0     |     0     |     0     |     1     |
agua                       |     0     |     2     |     0     |     7     |     0     |
aguantar                   |     0     |     0     |     1     |     0     |     0     |
aguas                      |     1     |     0     |     0     |     0     |     1     |
agudiza                    |     0     |     0     |     0     |     1     |     0     |
agudizado                  |     0     |     0     |     1     |     0     |     0     |
agujerean                  |     0     |     0     |     0     |     0     |     1     |
agustín                    |     0     |     1     |     0     |     0     |     0     |
ah                         |     1     |     0     |     0     |     0     |     0     |
ahondando                  |     0     |     0     |     0     |     0     |     1     |
ahondar                    |     0     |     1     |     0     |     0     |     2     |
ahora                      |     2     |     5     |     2     |     6     |     6     |
ahorros                    |     0     |     0     |     1     |     0     |     1     |
ahí                        |     0     |     0     |     0     |     3     |     3     |
air                        |     0     |     0     |     0     |     1     |     0     |
aire                       |     0     |     0     |     0     |     2     |     1     |
aires                      |     0     |     0     |     0     |     1     |     0     |
aisladas                   |     0     |     0     |     0     |     1     |     0     |
ajena                      |     1     |     0     |     0     |     0     |     0     |
ajeno                      |     1     |     0     |     0     |     0     |     2     |
ajenos                     |     0     |     0     |     1     |     0     |     0     |
al                         |    15     |    35     |    27     |    50     |    58     |
alabama                    |     1     |     0     |     0     |     0     |     0     |
alarga                     |     1     |     0     |     0     |     0     |     0     |
alargaré                   |     0     |     1     |     0     |     0     |     0     |
alatriste                  |     0     |     5     |     0     |     0     |     0     |
albores                    |     0     |     0     |     1     |     0     |     0     |
alcanzado                  |     0     |     1     |     0     |     0     |     1     |
alcanzan                   |     0     |     0     |     0     |     0     |     1     |
alcanzar                   |     0     |     0     |     0     |     1     |     0     |
alcanzar.ni                |     0     |     0     |     0     |     1     |     0     |
alcanzó                    |     0     |     0     |     0     |     0     |     1     |
alec                       |     0     |     0     |     2     |     1     |     1     |
aledaños                   |     0     |     0     |     0     |     1     |     0     |
alegato                    |     0     |     0     |     0     |     0     |     1     |
alegoría                   |     0     |     0     |     1     |     0     |     0     |
alegro                     |     0     |     0     |     0     |     1     |     0     |
alegrías                   |     0     |     0     |     0     |     1     |     0     |
alejada                    |     0     |     0     |     0     |     1     |     0     |
alejandro                  |     0     |     1     |     0     |     0     |     0     |
alex                       |     0     |     0     |     0     |     0     |     1     |
alfileres.los              |     0     |     1     |     0     |     0     |     0     |
alfombra                   |     1     |     0     |     0     |     0     |     0     |
alfonso                    |     0     |     0     |     0     |     0     |     2     |
algo                       |     4     |     8     |     9     |     8     |     8     |
alguien                    |     1     |     2     |     1     |     5     |     4     |
algun                      |     0     |     0     |     1     |     0     |     0     |
alguna                     |     0     |     3     |     2     |     1     |     1     |
algunas                    |     0     |     4     |     2     |     4     |     0     |
alguno                     |     1     |     0     |     0     |     1     |     0     |
algunos                    |     1     |     3     |     8     |     9     |     3     |
algún                      |     1     |     2     |     2     |     4     |     0     |
ali                        |     0     |     0     |     0     |     1     |     0     |
alianza                    |     5     |     0     |     2     |     0     |     0     |
aliarse                    |     0     |     0     |     1     |     0     |     0     |
alicia                     |     0     |     0     |     2     |     0     |     1     |
alicientes                 |     0     |     1     |     0     |     0     |     0     |
alienígenas                |     0     |     0     |     0     |     1     |     0     |
aligerar                   |     0     |     0     |     0     |     0     |     1     |
alimentación               |     0     |     0     |     0     |     1     |     0     |
alineación                 |     1     |     0     |     0     |     0     |     0     |
alivio                     |     0     |     0     |     0     |     1     |     0     |
allen                      |     0     |     1     |     6     |     1     |     0     |
alli                       |     0     |     1     |     0     |     0     |     0     |
allá                       |     1     |     1     |     4     |     1     |     1     |
allí                       |     0     |     0     |     1     |     1     |     3     |
alma                       |     0     |     0     |     0     |     0     |     3     |
almacen                    |     0     |     0     |     2     |     0     |     0     |
almodóvar                  |     0     |     0     |     0     |     1     |     0     |
alocado                    |     0     |     0     |     0     |     1     |     0     |
alone                      |     1     |     0     |     0     |     0     |     0     |
alquilen                   |     1     |     0     |     0     |     0     |     0     |
alrededor                  |     0     |     0     |     0     |     1     |     1     |
alta                       |     0     |     1     |     1     |     1     |     0     |
altamente                  |     0     |     0     |     0     |     1     |     0     |
alter                      |     0     |     0     |     0     |     1     |     0     |
alternativo                |     0     |     0     |     1     |     0     |     0     |
alto                       |     0     |     0     |     0     |     1     |     1     |
altura                     |     1     |     0     |     2     |     1     |     2     |
alturas                    |     0     |     0     |     0     |     1     |     0     |
alucinantes                |     0     |     0     |     0     |     0     |     1     |
alzó                       |     0     |     0     |     1     |     0     |     0     |
ama                        |     0     |     0     |     1     |     0     |     1     |
amable                     |     0     |     2     |     0     |     0     |     1     |
amada                      |     0     |     0     |     0     |     1     |     1     |
amado                      |     0     |     0     |     1     |     0     |     0     |
amante                     |     1     |     1     |     1     |     0     |     0     |
amantes                    |     0     |     0     |     1     |     0     |     0     |
amargo                     |     0     |     0     |     0     |     1     |     0     |
amargura                   |     0     |     0     |     0     |     1     |     0     |
amarillos                  |     0     |     0     |     0     |     0     |     1     |
ambas                      |     0     |     1     |     2     |     0     |     2     |
ambiciosa                  |     0     |     0     |     0     |     1     |     0     |
ambienta                   |     0     |     0     |     1     |     0     |     0     |
ambientación               |     0     |     0     |     1     |     0     |     0     |
ambiente                   |     0     |     1     |     1     |     1     |     4     |
ambiguedad                 |     0     |     0     |     1     |     0     |     0     |
ambiguo                    |     0     |     0     |     0     |     0     |     1     |
ambos                      |     0     |     1     |     0     |     0     |     1     |
amelie                     |     0     |     0     |     0     |     1     |     0     |
amena                      |     0     |     0     |     0     |     0     |     1     |
amenaza                    |     1     |     1     |     0     |     0     |     0     |
amenaza.zoom               |     0     |     1     |     0     |     0     |     0     |
amenazada                  |     0     |     0     |     0     |     1     |     0     |
ameno                      |     0     |     1     |     0     |     0     |     0     |
americanitas               |     0     |     0     |     1     |     0     |     0     |
americanitos               |     0     |     1     |     0     |     0     |     0     |
americano                  |     0     |     1     |     0     |     0     |     1     |
amigo                      |     2     |     1     |     0     |     2     |     2     |
amigos                     |     2     |     0     |     2     |     4     |     0     |
amigos.la                  |     0     |     0     |     1     |     0     |     0     |
amistad                    |     0     |     0     |     1     |     0     |     0     |
amistad.truman             |     0     |     0     |     0     |     0     |     1     |
amistades                  |     0     |     0     |     0     |     0     |     1     |
amor                       |     0     |     5     |     4     |     4     |     2     |
amor.además                |     0     |     0     |     1     |     0     |     0     |
amor.bueno                 |     0     |     1     |     0     |     0     |     0     |
amores                     |     0     |     0     |     1     |     0     |     0     |
amorios                    |     0     |     1     |     0     |     0     |     0     |
amorosa                    |     0     |     1     |     0     |     0     |     0     |
amorosos                   |     0     |     1     |     0     |     0     |     0     |
ampudia                    |     0     |     0     |     0     |     1     |     0     |
amputando                  |     0     |     0     |     0     |     0     |     1     |
amy                        |     0     |     0     |     0     |     0     |     1     |
amélie                     |     0     |     1     |     0     |     0     |     0     |
américa                    |     0     |     1     |     1     |     0     |     1     |
anarquista                 |     0     |     0     |     0     |     1     |     0     |
anaya                      |     0     |     1     |     0     |     0     |     0     |
anciana                    |     0     |     0     |     0     |     0     |     3     |
anclada                    |     0     |     0     |     1     |     0     |     0     |
anclado                    |     0     |     0     |     0     |     1     |     0     |
andadura                   |     0     |     0     |     0     |     1     |     0     |
andanzas                   |     0     |     0     |     1     |     0     |     0     |
andar                      |     0     |     0     |     0     |     1     |     1     |
anderson                   |     0     |     1     |     0     |     0     |     0     |
andrew                     |     0     |     0     |     1     |     0     |     0     |
angela                     |     0     |     0     |     0     |     1     |     0     |
angelina                   |     0     |     0     |     1     |     0     |     0     |
angular                    |     0     |     0     |     0     |     1     |     0     |
angulo                     |     0     |     0     |     0     |     0     |     1     |
angustia                   |     0     |     0     |     0     |     0     |     1     |
angustiantes               |     0     |     0     |     0     |     0     |     1     |
angustiosa                 |     0     |     0     |     0     |     1     |     0     |
anhelos                    |     0     |     0     |     0     |     1     |     0     |
anillos                    |     0     |     2     |     2     |     1     |     0     |
animación                  |     0     |     1     |     0     |     7     |     0     |
animación.luc              |     0     |     0     |     0     |     1     |     0     |
animada                    |     0     |     0     |     0     |     1     |     0     |
animado                    |     0     |     0     |     1     |     0     |     0     |
animal                     |     0     |     1     |     0     |     2     |     0     |
animales                   |     0     |     0     |     1     |     1     |     0     |
anitch                     |     0     |     0     |     0     |     1     |     0     |
anithéroe                  |     0     |     1     |     0     |     0     |     0     |
aniversario                |     0     |     0     |     0     |     0     |     1     |
ansiedad                   |     0     |     0     |     0     |     1     |     0     |
antagonista                |     1     |     0     |     0     |     0     |     0     |
antaño                     |     0     |     0     |     0     |     1     |     0     |
ante                       |     1     |     4     |     2     |    11     |     9     |
anterior                   |     0     |     1     |     0     |     2     |     0     |
anterior.la                |     0     |     0     |     0     |     0     |     1     |
anterior.los               |     1     |     0     |     0     |     0     |     0     |
anteriores                 |     0     |     1     |     2     |     0     |     0     |
anteriormente              |     0     |     1     |     0     |     1     |     1     |
antes                      |     3     |     3     |     1     |     4     |     4     |
antesala                   |     0     |     0     |     0     |     2     |     0     |
anthony                    |     0     |     0     |     0     |     0     |     1     |
antich                     |     0     |     0     |     0     |     4     |     0     |
anticlímax                 |     0     |     0     |     1     |     0     |     0     |
antiguedades               |     0     |     1     |     0     |     0     |     0     |
antiguo                    |     0     |     0     |     0     |     1     |     0     |
antipático                 |     0     |     0     |     0     |     1     |     0     |
antirradiación             |     1     |     0     |     0     |     0     |     0     |
antonio                    |     1     |     0     |     0     |     0     |     0     |
antártida                  |     0     |     0     |     0     |     2     |     0     |
anuncia                    |     0     |     0     |     0     |     1     |     0     |
anuncio                    |     0     |     0     |     0     |     0     |     1     |
anuncios                   |     0     |     0     |     1     |     0     |     0     |
anzuelos                   |     0     |     0     |     1     |     0     |     0     |
anécdota.a                 |     0     |     0     |     1     |     0     |     0     |
anónimo                    |     0     |     0     |     1     |     0     |     0     |
apaga                      |     0     |     0     |     0     |     1     |     0     |
aparatos                   |     0     |     0     |     1     |     0     |     0     |
aparatosa                  |     0     |     1     |     0     |     0     |     0     |
aparcar                    |     0     |     0     |     0     |     1     |     0     |
aparece                    |     1     |     2     |     3     |     3     |     6     |
aparece.en                 |     0     |     1     |     0     |     0     |     0     |
aparecen                   |     1     |     2     |     2     |     1     |     1     |
aparecieron                |     0     |     0     |     0     |     0     |     1     |
aparenta                   |     0     |     0     |     0     |     1     |     0     |
aparente                   |     1     |     0     |     0     |     1     |     1     |
aparentemente              |     0     |     0     |     0     |     1     |     1     |
aparentes                  |     0     |     0     |     0     |     1     |     0     |
aparezca                   |     0     |     0     |     2     |     1     |     0     |
apariciones                |     0     |     0     |     1     |     0     |     0     |
aparición                  |     0     |     1     |     2     |     2     |     2     |
apariencia                 |     0     |     0     |     0     |     0     |     1     |
apartado                   |     0     |     0     |     0     |     1     |     2     |
apartamento                |     0     |     0     |     0     |     2     |     0     |
apartamentos               |     0     |     0     |     0     |     2     |     0     |
aparte                     |     2     |     2     |     0     |     2     |     2     |
apasionada                 |     0     |     0     |     0     |     0     |     1     |
apasionante.en             |     0     |     0     |     0     |     1     |     0     |
apañará                    |     0     |     0     |     0     |     0     |     1     |
apela                      |     0     |     0     |     1     |     0     |     0     |
apenas                     |     1     |     2     |     3     |     3     |     4     |
apertura                   |     0     |     0     |     0     |     2     |     0     |
apetece                    |     0     |     1     |     0     |     0     |     0     |
apetecía                   |     0     |     1     |     0     |     0     |     0     |
apetito                    |     0     |     1     |     0     |     0     |     0     |
aplaude                    |     0     |     0     |     0     |     1     |     0     |
aplaudida                  |     0     |     1     |     0     |     0     |     0     |
aplicables                 |     0     |     0     |     0     |     1     |     0     |
aplican                    |     0     |     0     |     0     |     0     |     1     |
aplicar                    |     0     |     0     |     0     |     0     |     1     |
apocalíptica               |     0     |     0     |     0     |     1     |     0     |
apocalíptico               |     0     |     0     |     0     |     0     |     1     |
apodado                    |     0     |     0     |     1     |     0     |     0     |
aporta                     |     0     |     0     |     0     |     1     |     0     |
aportados                  |     0     |     1     |     0     |     0     |     0     |
aportan                    |     0     |     0     |     0     |     1     |     1     |
aportar                    |     0     |     0     |     1     |     0     |     0     |
apoya                      |     0     |     1     |     0     |     0     |     0     |
apoyo                      |     0     |     0     |     0     |     0     |     3     |
aprecia                    |     0     |     1     |     0     |     0     |     0     |
apreciable                 |     0     |     1     |     0     |     0     |     0     |
apreciables                |     0     |     0     |     0     |     0     |     1     |
apreciado                  |     0     |     0     |     1     |     0     |     0     |
apreciar                   |     0     |     0     |     0     |     1     |     0     |
aprenden                   |     0     |     0     |     0     |     0     |     1     |
aprender                   |     0     |     0     |     1     |     0     |     0     |
aprieta                    |     0     |     0     |     0     |     1     |     0     |
apropian                   |     0     |     0     |     1     |     0     |     0     |
apropiarse                 |     0     |     0     |     1     |     0     |     0     |
aprovecha                  |     0     |     0     |     0     |     0     |     1     |
aprovechados               |     0     |     0     |     1     |     0     |     0     |
aprovechando               |     0     |     1     |     0     |     0     |     0     |
aprovechar                 |     0     |     1     |     0     |     1     |     0     |
aproximadamente            |     0     |     0     |     0     |     0     |     1     |
apuesta                    |     0     |     1     |     0     |     0     |     0     |
apunta                     |     0     |     0     |     1     |     0     |     0     |
apuntaba                   |     0     |     0     |     0     |     0     |     1     |
apuntan                    |     0     |     0     |     0     |     1     |     0     |
apuntes                    |     0     |     0     |     0     |     1     |     0     |
aquel                      |     0     |     0     |     2     |     0     |     0     |
aquella                    |     0     |     0     |     1     |     2     |     0     |
aquellas                   |     0     |     0     |     0     |     1     |     0     |
aquello                    |     0     |     0     |     1     |     0     |     0     |
aquellos                   |     1     |     1     |     0     |     2     |     1     |
aquél                      |     0     |     0     |     0     |     2     |     0     |
aquélla                    |     0     |     0     |     0     |     0     |     1     |
aquí                       |     0     |     1     |     7     |     2     |     9     |
arabista                   |     0     |     0     |     0     |     0     |     1     |
aragorn                    |     0     |     1     |     0     |     0     |     0     |
arañas                     |     1     |     0     |     0     |     0     |     0     |
archivos                   |     0     |     0     |     0     |     0     |     1     |
arco                       |     0     |     0     |     1     |     0     |     0     |
arengas                    |     0     |     0     |     0     |     1     |     0     |
argentina                  |     0     |     0     |     1     |     2     |     0     |
argentino                  |     0     |     0     |     2     |     1     |     0     |
argucias                   |     0     |     0     |     1     |     0     |     0     |
argumental                 |     1     |     1     |     1     |     0     |     1     |
argumento                  |     4     |     6     |     4     |     1     |     1     |
argumentos                 |     0     |     2     |     1     |     0     |     0     |
ariadna                    |     0     |     1     |     0     |     0     |     1     |
arma                       |     0     |     1     |     0     |     0     |     0     |
armas                      |     0     |     0     |     1     |     0     |     0     |
arquetipos                 |     0     |     0     |     1     |     0     |     0     |
arracimen                  |     0     |     0     |     1     |     0     |     0     |
arranca                    |     1     |     0     |     1     |     0     |     1     |
arrancarnos                |     0     |     1     |     0     |     0     |     0     |
arrebatar                  |     0     |     0     |     0     |     1     |     1     |
arrebatarles               |     1     |     0     |     0     |     0     |     0     |
arregla                    |     0     |     1     |     0     |     1     |     0     |
arreglando                 |     0     |     0     |     0     |     1     |     0     |
arreglarlo                 |     0     |     0     |     0     |     0     |     1     |
arregle                    |     0     |     0     |     0     |     0     |     1     |
arrepentirá                |     0     |     0     |     0     |     0     |     1     |
arriesgada                 |     0     |     0     |     0     |     1     |     0     |
arriesgado                 |     0     |     2     |     0     |     0     |     0     |
arriesgar                  |     0     |     1     |     0     |     0     |     0     |
arriesgue                  |     0     |     0     |     1     |     0     |     0     |
arte                       |     0     |     0     |     0     |     2     |     1     |
artesano                   |     0     |     0     |     3     |     1     |     0     |
artesanos                  |     0     |     0     |     0     |     0     |     1     |
arthur                     |     0     |     0     |     1     |     4     |     0     |
articula                   |     0     |     0     |     1     |     0     |     0     |
articulan                  |     0     |     0     |     0     |     0     |     1     |
articulo                   |     0     |     0     |     0     |     0     |     1     |
artificiosos               |     0     |     0     |     0     |     0     |     1     |
artilugios                 |     0     |     0     |     1     |     0     |     0     |
artista                    |     0     |     0     |     1     |     0     |     0     |
artur                      |     0     |     0     |     0     |     0     |     1     |
arturo                     |     0     |     1     |     0     |     0     |     0     |
artículo                   |     0     |     0     |     0     |     0     |     1     |
artículos                  |     0     |     1     |     0     |     0     |     0     |
artífice                   |     1     |     0     |     0     |     0     |     0     |
artística                  |     1     |     0     |     0     |     0     |     0     |
as                         |     0     |     0     |     1     |     0     |     0     |
ascendido                  |     0     |     0     |     1     |     0     |     0     |
ascensor                   |     0     |     1     |     0     |     0     |     1     |
asegurado                  |     0     |     0     |     1     |     0     |     0     |
asesinar                   |     0     |     0     |     0     |     0     |     1     |
asesinato                  |     0     |     3     |     1     |     0     |     7     |
asesinatos                 |     0     |     0     |     0     |     0     |     1     |
asesinos                   |     0     |     1     |     0     |     0     |     3     |
aseverar                   |     0     |     0     |     0     |     0     |     1     |
aseverarán                 |     0     |     0     |     0     |     0     |     1     |
ashitey                    |     0     |     0     |     0     |     0     |     3     |
asi                        |     0     |     1     |     1     |     0     |     0     |
asidero                    |     0     |     0     |     0     |     0     |     1     |
asiento                    |     0     |     0     |     0     |     0     |     2     |
